StName,Instances,Lat,Long
great wood (borrowdale),1,54.58347892,-3.123283946
green burn,1,54.67774172,-2.358209055
green gable,1,54.48363367,-3.211801961
green how,1,54.72685836,-3.156928367
"greens, the",1,54.77342456,-2.971685404
greenup,1,54.4961,-3.1146
grey friar,1,54.3943743,-3.147553261
greystock,1,54.6691,-2.8689
greystoke low moor,1,54.6553,-2.8997
grizedale,1,54.34156195,-3.023008046
gutherscale,1,54.58293549,-3.168321742
gutterby spa,1,54.2481879,-3.373737369
hacket,1,54.42231053,-3.04043249
hall wood,1,54.33257517,-3.02278495
halton park,1,54.08304318,-2.726164932
hanging knot,1,54.45724919,-3.166100964
hanging knotts,1,54.45713051,-3.164735803
hare hill,1,54.2615426,-2.913546419
harraby,1,54.88185873,-2.896347222
harter fell (longsleddale),1,54.4667,-2.8333
hartshope dod,1,54.4981,-2.9109
haverthwaite,1,54.24283559,-3.005216564
hawes bridge,1,54.29609,-2.74976
hawes end,1,54.58293549,-3.168321742
hawksdale,1,54.82721615,-2.988544871
haws bank,1,54.35913521,-3.069616771
hay rick,1,54.5077,-3.2463
hayes castle,1,54.58776643,-3.539916778
heathwaite,1,54.36950353,-2.900546826
"height, the",1,54.76365568,-3.064714106
helbeck,1,54.53423192,-2.316841984
"helm, the",1,54.29883999,-2.714589456
helsington cp,1,54.29651963,-2.779737761
high ascot,1,54.7926,-2.8165
high burnthwaite,1,54.82770717,-2.926283686
high dyke,1,54.6847029,-2.81443073
high fell end,1,54.24390816,-2.867114095
high gateside fm,1,54.22523649,-2.958766686
high green,1,54.42342556,-2.90172866
high loft wood,1,54.27052977,-2.91374517
high lorton,1,54.61761956,-3.293222808
high nook fm,1,54.57201564,-3.353663789
high seat,1,54.40844105,-2.30046307
highcross,1,54.58117306,-3.338492529
hile,1,54.01287755,-2.328129759
hilton,1,54.56667,-2.41667
hincaster,1,54.25611108,-2.751125185
hodbarrow,1,54.2,-3.25
hodge close,1,54.40420367,-3.055381673
holker gate,1,54.173,-2.9896
holm abbey,1,54.8453,-3.2832
holme fell,1,54.30871077,-2.545675446
hornby hall,1,54.65859943,-2.674379011
howes beck,1,54.55339261,-2.759546886
howgill,1,54.36256694,-2.56178044
howgill castle,1,54.65936316,-2.519357483
hugill cp,1,54.39495257,-2.844649819
inglewood bank,1,54.70326655,-2.721680568
irton pike,1,54.40129143,-3.348035253
irton with santon cp,1,54.39137064,-3.368247437
keen ground,1,54.37763848,-3.008507299
kendal fell ward,1,54.33112799,-2.753170598
kentmere church,1,54.4294925,-2.839592364
kentmere pike,1,54.46004768,-2.826796926
kentmere reservoir,1,54.46869706,-2.856429239
kepple crag,1,54.37580091,-3.208623809
kidburngill,1,54.57992698,-3.446772951
killington,1,54.29479291,-2.595861786
knarsdale,1,54.87512184,-2.506541794
knott end,1,54.31305029,-3.191410254
knott rigg,1,54.55520683,-3.244852633
"knott, the",1,54.33132273,-3.161177376
lairthwaite,1,54.6078,-3.1512
laithes,1,54.68994084,-2.83192843
lambfield fm,1,54.78253437,-2.956352845
lancaster sands,1,54.1167,-2.8667
lancrigg,1,54.46737531,-3.026144286
langstrath beck,1,54.49336884,-3.134883352
langthwaite reservoir,1,54.02527849,-2.764241278
lea yeat,1,54.27345166,-2.360912381
leck,1,54.18506824,-2.546988998
leyland fm,1,54.08386867,-2.573297684
lindale,1,54.21643024,-2.894069579
lingey point,1,54.552,-3.308
lingholm,1,54.59206987,-3.153104577
little calva,1,54.67337799,-3.108878954
little mosedale beck,1,54.47197437,-2.770076422
little ormside,1,54.54277525,-2.456039399
long brow,1,54.65568558,-3.077391771
long house gill,1,54.35828177,-3.161937595
long side,1,54.64583695,-3.170125118
lonning fm,1,54.85337732,-3.082654367
lonscale fell,1,54.62844771,-3.107656326
lorton hall,1,54.61977,-3.31354
lothwaite side,1,54.65420798,-3.232374846
low crag wood,1,54.26199225,-2.85213932
low grove fm,1,54.61902782,-3.153866802
low hall garth,1,54.4130546,-3.071019925
low lorton,1,54.61745319,-3.308706047
low moresby,1,54.56959952,-3.554702699
low pike,1,54.45889677,-2.964220022
low wood hotel,1,54.41035483,-2.948133724
lower man,1,54.53028096,-3.027721485
lowick chapel,1,54.2652479,-3.091888332
lowside quarter cp,1,54.45145052,-3.551453074
lowthwaite fm,1,54.59291878,-3.060255516
lyth valley ward,1,54.27033198,-2.837124224
maiden castle (cairn),1,54.43823137,-3.256723274
"mains, the",1,54.7484698,-2.675871548
marsh grange,1,54.20521368,-3.188305101
martindale bay,1,54.5748186,-2.864699333
matterdale common,1,54.58433011,-3.013606068
maulds meaburn,1,54.54079904,-2.58058125
measand,1,54.5312,-2.8112
mellfell ho,1,54.60338974,-2.874736504
melmerby,1,54.72897287,-2.598456597
middle tongue,1,54.61484211,-2.410385753
middlebarrow,1,54.14842,-2.8222
middlebarrow wood,1,54.18131823,-2.819831103
mill gill,1,54.56609429,-3.044090699
mill house fm,1,54.38314735,-3.362840777
millbeck farm,1,54.44997189,-3.08877942
millerground landing,1,54.37837473,-2.916138692
millgillhead,1,54.57112588,-3.430989956
millom railway station,1,54.21092,-3.27084
milnthorpe sands,1,54.2172682,-2.820543039
milnthorpe station,1,54.22850002,-2.749144049
mire sike,1,54.55325806,-2.414260793
mockerkin tarn,1,54.59451236,-3.418187475
moot hall,1,54.6007,-3.1372
morecambe lodge,1,54.100533,-2.802942491
moricambe,1,54.8961631,-3.302133264
muncaster head,1,54.3746741,-3.316368964
mungrisdale,1,54.66546338,-2.984612802
murrah hall,1,54.67457481,-2.969323572
nabs moor,1,54.49627916,-2.764354628
naddle beck,1,54.5935971,-3.08512072
nateby cow close,1,54.45334139,-2.316217037
near sawrey,1,54.35105474,-2.961693427
nether hall,1,54.23651461,-2.606100396
netherhall ward,1,54.71947908,-3.496289521
netherton,1,54.70514895,-3.497793984
new close fm,1,54.13347128,-3.17094345
newbiggin,1,54.11536127,-3.118641223
nook end fm,1,54.44092324,-2.963797765
nunwick hall,1,54.71243436,-2.690795832
"old man of coniston, the",1,54.36770378,-3.116021396
old park,1,54.29942926,-2.607024124
oldfield,1,54.6336503,-3.464174679
ousby,1,54.70401762,-2.582009427
outerside,1,54.58247855,-3.214733764
outrake foot,1,54.25527602,-2.422158861
over kellet,1,54.11899453,-2.726793262
oxen park,1,54.27839015,-3.052163563
pardshaw hall,1,54.61659164,-3.386119818
park nook,1,54.32905911,-3.376431626
patterdale bridge,1,54.53405864,-2.931681586
patterdale church,1,54.5366023,-2.939776294
pennington,1,54.18333,-3.13333
petersburgh,1,54.43541391,-3.503355549
piers gill,1,54.46577873,-3.212630545
piper hole,1,54.42604721,-2.423912203
plumpton head,1,54.71196728,-2.768405976
plumpton old hall,1,54.7208547,-2.784101137
portingscale,1,54.6011,-3.1621
powterhow,1,54.6258,-3.2081
queens hotel,1,54.6005,-3.1365
quernmore,1,54.03550097,-2.73580418
raine ho,1,54.78253437,-2.956352845
raughton,1,54.81860114,-2.941640044
ravenstonedale,1,54.4307743,-2.427915727
raw head,1,54.44900058,-3.071957934
rawlinson's intake,1,54.30611997,-2.960645583
reagill,1,54.55352164,-2.611595449
redmain,1,54.6889967,-3.342038911
ricker gill,1,54.77524819,-2.56227604
rickerby,1,54.89971522,-2.912339788
rigmaden park,1,54.25456652,-2.591013886
river bleng,1,54.44656981,-3.377554363
river gelt,1,54.89080509,-2.724469633
river glenderamackin,1,54.64753248,-3.018696184
river ive,1,54.78206711,-2.935582161
river mint,1,54.36931429,-2.709217888
river mite,1,54.37398705,-3.377934192
robinson crags,1,54.54372785,-3.236583505
robinson fell,1,54.54077394,-3.235412145
rosgill,1,54.54149926,-2.718823012
rosset gill,1,54.45283081,-3.158263312
rosthwaite beck,1,54.5239,-3.1464
rottington,1,54.50424648,-3.603115897
rough holme,1,54.37825693,-2.931533745
rowling end,1,54.57364697,-3.198999374
rowrah,1,54.55278625,-3.461276402
ruthwaite cove,1,54.5126,-3.0101
rydal falls,1,54.4524,-2.98
rydal nab,1,54.4732,-2.986
saint bees,1,54.49183,-3.58987
saint bees head,1,54.51495,-3.63819
sale fell,1,54.65404932,-3.247872358
salkeld dykes,1,54.72133188,-2.706474281
salthouse,1,54.11504297,-3.216325042
sand gate,1,54.17106608,-2.988154878
sand side,1,54.23217302,-3.189079477
sandwith,1,54.51508817,-3.598982383
sandwith newtown,1,54.51508817,-3.598982383
satterthwaite,1,54.32358838,-3.022561977
scales fell,1,54.63811763,-3.030439453
scallow beck,1,54.56214082,-3.430675254
scotby,1,54.88208474,-2.865173955
seat how,1,54.61842172,-3.21580429
seathwaite fell,1,54.4837874,-3.196368748
sepulchre beck,1,54.70426049,-3.445071377
setmurthy common,1,54.67153229,-3.294935504
shap wells hotel,1,54.47893933,-2.655984776
shenstone,1,54.29855809,-2.760687641
shepherd's crag,1,54.5564,-3.1411
shield sike,1,54.84556636,-2.420589292
skelly neb,1,54.57642939,-2.874158984
skelsceugh,1,54.55259854,-3.476733975
skirsgill hill,1,54.60402522,-2.781854304
sleddale beck,1,54.47983351,-2.727088075
smallthwaite ho,1,54.74717617,-2.877832825
smithy green,1,54.23332132,-3.066360655
sockbridge,1,54.63108516,-2.766880426
sourmilk gill,1,54.46945794,-3.055672436
southerfell,1,54.63837729,-2.99945411
spark bridge,1,54.2512949,-3.066824287
spout crag,1,54.28696599,-3.09847362
spring bank,1,54.60959039,-3.200055691
st bees gatehouse pele,1,54.49371,-3.59482
st helens,1,54.67780805,-3.527811125
st johns beck,1,54.58674605,-3.062036252
stable hills farm,1,54.5861,-3.1357
standing tarn,1,54.16057915,-3.156391577
staveley railway station,1,54.375,-2.819
sticks pass,1,54.55737075,-3.012937342
stockdale moor,1,54.46366459,-3.396376307
stone close gill,1,54.40363534,-2.321459968
stonethwaite beck,1,54.51134123,-3.135381518
stony tarn,1,54.41143284,-3.240492855
strawberry bank,1,54.29760669,-2.898977092
strickland ketel cp,1,54.3518448,-2.778281415
studfold,1,54.80816674,-3.11256719
stybarrow dod,1,54.5611,-3.0174
styhead gill,1,54.4837874,-3.196368748
swindale beck,1,54.5432592,-2.301452755
tarn beck,1,54.3924,-3.1306
tarn foot,1,54.43155875,-3.009831198
tarn gill,1,54.57022246,-2.301651675
tarn how,1,54.40920975,-3.440755594
thackwood,1,54.81008162,-2.87919611
thompsons holme,1,54.3658,-2.9388
thornthwaite crag,1,54.47757371,-2.872049565
thrang crag,1,54.5574,-3.1303
three brother tree,1,54.6377,-2.6454
three dubs tarn,1,54.36902855,-2.96211337
threlcot,1,54.6192,-3.0515
threlkeld bridge,1,54.6224,-3.0433
threlkeld pasture,1,54.6096,-3.0141
threlkeld pike,1,54.5969,-3.0261
thwaites head,1,54.30920429,-2.422710574
tongues beck,1,54.7623047,-2.92820494
torver beck,1,54.34708289,-3.110090789
tunstall,1,54.15716069,-2.596670731
ulpha bridge,1,54.3264035,-3.236819186
ulverston sands,1,54.16142643,-3.064511196
underbarrow,1,54.32511678,-2.822688228
underfell,1,54.23673728,-2.560069987
unthank,1,54.82758741,-2.941849158
upp hall,1,54.16402497,-2.712264443
urswick tarn tarn,1,54.16032157,-3.117019596
vale of eden,1,54.7,-2.66667
victoria bay,1,54.57409783,-3.152597127
wall holm,1,54.5488,-2.9435
walney island,1,54.07878415,-3.245838743
walton hall,1,54.1981522,-2.973470294
wandale hill,1,54.38099597,-2.454244279
warcop,1,54.5346572,-2.392471873
warwick hall,1,54.77884813,-3.345012253
warwick moor wood,1,54.89542472,-2.846981132
wasdale bridge,1,54.4686,-2.6731
wasdale hall,1,54.42861531,-3.319747151
watendlath tarn,1,54.53844388,-3.120675552
water hall fm,1,54.43415601,-3.037484062
wath,1,54.4437906,-2.485782488
wet sleddale reservoir,1,54.49665382,-2.702593974
wetheral,1,54.88456088,-2.834959923
wetheral plain,1,54.89128918,-2.834185911
wha house fm,1,54.39361799,-3.224551384
whelter bottom,1,54.513847,-2.826476479
whillan beck,1,54.41359,-3.25762
whinfell forest,1,54.63780129,-2.656376244
white side,1,54.54825388,-3.028173231
whitegill crag,1,54.4578492,-3.087616933
whitestock hall,1,54.29649678,-3.037257848
whitrigg,1,54.73507829,-3.23482838
whittington hall,1,54.18044,-2.62003
wildboar scar,1,54.6863907,-2.504188857
wilton hill,1,54.64749057,-2.984178317
winscales,1,54.61159952,-3.518966852
winton,1,54.49048,-2.33116
wisp hill,1,54.03837128,-2.679571559
wiza beck,1,54.7988918,-3.143427411
woodend,1,54.49791983,-3.536536575
woodhead fm,1,54.70277975,-2.799272646
woolpack inn,1,54.39799912,-3.249139014
yanwith hall,1,54.64658392,-2.763943402
yealand conyers,1,54.16374445,-2.758212675
yew crags,1,54.41189872,-3.19427465
yewcrag quarries,1,54.51714674,-3.198703932
yewdale fells,1,54.38609497,-3.07031777
